passage_id,node_id,numChildren,label,edge_id,terminal,parent_id,parent_type,parent_edge_id,refined_type,text,text_reduced,text_reduced1
310,1.24,1,D,1.230->1.240,n't,1.23,FN,1.1->1.230,negation,"[A [R With] [E its] [E [A IMPLICIT] [P untold] [A* depths] ] [C depths] ] [U ,] [D could] [D n't] [A [E the] [C sea] ... [E [E this] [C sea] [E [H [A* sea] [R that] [D never] [P changes] ] [L while] [H [A [E the] [E land] [C masses] ] [P undergo] [D almost] [A [E continuous] [C alteration] ] ] ] ] ] [P keep alive] [A [E such] [E huge] [C specimens] [E [R of] [C life] ] [E [R from] [E another] [C age] ] ] [U ,]",[A][U][D][D][A][P][A][U,ADDAPA
310,1.265,1,D,1.263->1.265,never,1.263,FN,1.262->1.263,"negation,frequency",[A* sea] [R that] [D never] [P changes],[A*][R][D][P],A*DP
310,1.274,1,D,1.268->1.274,almost,1.268,FN,1.262->1.268,aspectual,[A [E the] [E land] [C masses] ] [P undergo] [D almost] [A [E continuous] [C alteration] ],[A][P][D][A],APDA
310,1.28,1,D,1.279->1.280,Could,1.279,FN,1.1->1.279,mood,[D Could] [D n't] [A [E the] [C heart] [E [R of] [E the] [C ocean] ] ] [P hide] [A [E the] [C last] ],[D][D][A][P][A],DDAPA
310,1.281,1,D,1.279->1.281,n't,1.279,FN,1.1->1.279,negation,[D Could] [D n't] [A [E the] [C heart] [E [R of] [E the] [C ocean] ] ] [P hide] [A [E the] [C last] ],[D][D][A][P][A],DDAPA
311,1.5,1,D,1.3->1.5,must,1.3,FN,1.1->1.3,mood,[A I] [D must] [D n't] [P let] [A [A [E these] [C fantasies] ] [P run away] [A [R with] [C me] ] ],[A][D][D][P][A],ADDPA
311,1.6,1,D,1.3->1.6,n't,1.3,FN,1.1->1.3,negation,[A I] [D must] [D n't] [P let] [A [A [E these] [C fantasies] ] [P run away] [A [R with] [C me] ] ],[A][D][D][P][A],ADDPA
312,1.9,1,D,1.4->1.9,purely,1.4,FN,1.1->1.4,degree,[A [E some] ... [C* people] ] [P saw] [A it] [D purely] [A [R as] [E a] [E scientific] [C problem] [E [A IMPLICIT] [A* problem] [F to] [F be] [P solved] ] ],[A][P][A][D][A],APADA
312,1.61,1,D,1.58->1.61,transoceanic,1.58,FN,1.55->1.58,description,[A IMPLICIT] [R of] [D transoceanic] [P travel],[A][R][D][P],ADP
312,1.77,1,D,1.64->1.77,chiefly,1.64,FN,1.1->1.64,description,[A [E The] [E [C industrial] [N and] [C commercial] ] [C newspapers] ] [P dealt] [A [R with] [E the] [C question] ] [D chiefly] [A [R from] [E this] [C viewpoint] ],[A][P][A][D][A],APADA
312,1.112,1,D,1.110->1.112,threatened,1.11,FN,1.98->1.110,description,[A* companies] [U -] [R who] [D threatened] [F to] [P raise] [A [E their] [E premium] [C rates] ],[A*][U][R][D][F][P][A],A*DPA
313,1.33,2,D,1.27->1.33,under way,1.27,FN,1.1->1.27,support,[A [R In] [C New York] ] [P preparations] [F were] [D under way] [A [R for] [E an] [C expedition] [E [A IMPLICIT] [A* expedition] [P designed] [A [A IMPLICIT] [F to] [P chase] [A [E this] [C narwhale] ] ] ] ],[A][P][F][D][A],APDA
313,1.96,1,D,1.93->1.96,energetically,1.93,FN,1.87->1.93,description,[A* Farragut] [R who] [P pressed ... forward] [D energetically] ... [A [A* Farragut] [R with] [P [E the] [C arming] ] [A [R of] [E his] [C frigate] [U .] ] ],[A*][R][P][D][A],A*PDA
314,1.2,1,D,1.13->1.20,made,1.13,FN,1.1->1.13,support,[A IMPLICIT] [P [E a] [C decision] ] [F had] [F been] [D made] [A [A IMPLICIT] [F to] [P chase] [A [E the] [C monster] ] ],[A][P][F][F][D][A],APDA
314,1.35,1,D,1.34->1.35,no,1.34,FN,1.29->1.34,negation,[A* monster] [D no] [D further] [P appearances],[A*][D][D][P],A*DDP
314,1.36,1,D,1.34->1.36,further,1.34,FN,1.29->1.34,degree,[A* monster] [D no] [D further] [P appearances],[A*][D][D][P],A*DDP
314,1.54,1,D,1.53->1.54,Not,1.53,FN,1.1->1.53,negation,[D Not] [A [E a] [E single] [C ship] ] [P encountered] [A it],[D][A][P][A],DAPA
314,1.83,1,D,1.80->1.83,constantly,1.8,FN,1.1->1.80,frequency,"[A People] [F were] [D constantly] [P babbling] [A [R about] [E the] [C creature] ] [U ,] [G even] [A [R via] [E the] [E Atlantic] [C Cable] ]",[A][F][D][P][A][U][G][A],ADPAA
315,1.8,1,D,1.50->1.80,again,1.5,FN,1.44->1.50,frequency,"[R that] [A [E the] [C Tampico] [U ,] [E [E a] [C steamer] [E [R on] [E the] [E San Francisco] [C line] ] [E [A* steamer] [P sailing] [A [R from] [C California] ] [A [R to] [C Shanghai] ] ] ] ] [U ,] [F had] [P sighted] [A [E the] [C animal] ] [D again] [U ,] [T [E three] [C weeks] [R before] ] [A [R in] [E the] [E northerly] [C seas] [E [R of] [E the] [C Pacific] [U .] ] ]",[R][A][U][F][P][A][D][U][T][A],APADA
316,1.9,1,D,1.7->1.9,intense,1.7,FN,1.2->1.7,degree,[A IMPLICIT] [D intense] [P excitement],[A][D][P],ADP
316,1.13,2,D,1.12->1.13,[C Not] [E even],1.12,FN,1.1->1.12,"negation,degree",[D [C Not] [E even] ] [A [A IMPLICIT] [P [E a] ... [C breather] ] [T [E 24] [U -] [C hour] ] ] [F was] [P granted] [A [R to] [E Commander] [C Farragut] ],[D][A][F][P][A],DAPA
316,1.54,1,D,1.53->1.54,Not,1.53,FN,1.1->1.53,negation,[D Not] [A [E a] [C crewman] ] [F was] [S missing] [A [R from] [E his] [C post] ],[D][A][F][S][A],DASA
316,1.71,1,D,1.69->1.71,needed,1.69,FN,1.1->1.69,mood,[A he] [D needed] [D only] [F to] [P [C fire] [N and] [C stoke] ] [A [E his] [C furnaces] ],[A][D][D][F][P][A],ADDPA
316,1.72,1,D,1.69->1.72,only,1.69,FN,1.1->1.69,degree,[A he] [D needed] [D only] [F to] [P [C fire] [N and] [C stoke] ] [A [E his] [C furnaces] ],[A][D][D][F][P][A],ADDPA
316,1.92,1,D,1.82->1.92,would,1.82,FN,1.1->1.82,mood,[A [E [E Half] [E a] [C day] [R 's] ] [C delay] ] [D would] [F have] [F been] [S unforgivable],[A][D][F][F][S],ADS
316,1.104,3,D,1.103->1.104,nothing more than,1.103,FN,1.98->1.103,"negation,comparative",[A* Farragut] [D nothing more than] [F to] [P go forth] [U .],[A*][D][F][P][U,A*DP
318,1.16,2,D,1.14->1.16,[E would] [C like],1.14,FN,1.12->1.14,mood,[A you] [D [E would] [C like] ] [F to] [P join] [A [P [E the] [C expedition] ] [A [R on] [E the] [C Abraham Lincoln] ] ],[A][D][F][P][A],ADPA
318,1.38,1,D,1.30->1.38,will,1.3,FN,1.12->1.30,aspectual,[A [E the] [C government] [E [R of] [E the] [C Union] ] ] [D will] [F be] [D pleased] [F to] [P regard] [A you] [A [R as] [A [C France] [R 's] ] [P representative] ] [A [A IMPLICIT] [R in] [P [E this] [C undertaking] ] ],[A][D][F][D][F][P][A][A][A],ADDPAAA
318,1.4,1,D,1.30->1.40,pleased,1.3,FN,1.12->1.30,description,[A [E the] [C government] [E [R of] [E the] [C Union] ] ] [D will] [F be] [D pleased] [F to] [P regard] [A you] [A [R as] [A [C France] [R 's] ] [P representative] ] [A [A IMPLICIT] [R in] [P [E this] [C undertaking] ] ],[A][D][F][D][F][P][A][A][A],ADDPAAA
814,1.21,2,D,1.19->1.21,no more,1.19,FN,1.1->1.19,"negation,comparative",[A I] [D no more] [P dreamed] [A [C [A* I] [R of] [P chasing] [A [E the] [C unicorn] ] ] [N than] [C [A* I] [R of] [P trying] [A [R for] [E the] [E Northwest] [C Passage] ] ] ],[A][D][P][A],ADPA
814,1.64,2,D,1.61->1.64,[R at] [C last],1.61,FN,1.1->1.61,aspectual,"[A I] [P understood] [D [R at] [C last] ] [A [R that] [A [C [A* I] [S [E my] ... [C vocation] ] [D true] ] [U ,] [C [A* I] [S [E my] ... [C purpose] ] [D sole] ... [A [R in] [C life] ] ] ] [U ,] [S was] [A [R to] [H [P hunt down] [A [E this] [E disturbing] [C monster] ] ] [L and] [H [A* I] [P rid] [A [E the] [C world] ] [A [R of] [C it] [U .] ] ] ] ]",[A][P][D][A],APDA
814,1.73,1,D,1.70->1.73,TRUE,1.7,FN,1.69->1.70,description,[A* I] [S [E my] ... [C vocation] ] [D true],[A*][S][D],A*SD
814,1.79,1,D,1.76->1.79,sole,1.76,FN,1.69->1.76,description,[A* I] [S [E my] ... [C purpose] ] [D sole] ... [A [R in] [C life] ],[A*][S][D][A],A*SDA
815,1.21,1,D,1.20->1.21,badly,1.2,FN,1.16->1.20,degree,[A* I] [D badly] [D needing] [S [E a] [C rest] ],[A*][D][D][S],A*DDS
815,1.22,1,D,1.20->1.22,needing,1.2,FN,1.16->1.20,mood,[A* I] [D badly] [D needing] [S [E a] [C rest] ],[A*][D][D][S],A*DDS
815,1.3,2,D,1.27->1.30,nothing more,1.27,FN,1.1->1.27,"negation,comparative","[A I] [P wanted] [D nothing more] [F than] [A [A* I] [F to] [P see] [A [C [E my] [C country] ] ... [C [E my] [C friends] ] [U ,] [C [E my] [E modest] [C quarters] [E [R by] [E the] [E Botanical] [C Gardens] ] ] [U ,] [C [E my] [E dearly] [E beloved] [C collections] ] ] [D again] [U ,] ]",[A][P][D][F][A],APDA
815,1.39,1,D,1.32->1.39,again,1.32,FN,1.27->1.32,frequency,"[A* I] [F to] [P see] [A [C [E my] [C country] ] ... [C [E my] [C friends] ] [U ,] [C [E my] [E modest] [C quarters] [E [R by] [E the] [E Botanical] [C Gardens] ] ] [U ,] [C [E my] [E dearly] [E beloved] [C collections] ] ] [D again] [U ,]",[A*][F][P][A][D][U,A*PAD
815,1.66,1,D,1.63->1.66,could,1.63,FN,1.1->1.63,mood,[T now] [A nothing] [D could] [P hold ... back] [A me],[T][A][D][P][A],ADPA
815,1.8,1,D,1.79->1.80,another,1.79,FN,1.1->1.79,description,"[A* I] [D another] [P thought] [A [R of] [C [C exhaustion] [U ,] [C friends] [U ,] [N or] [C collections] ] ]",[A*][D][P][A],A*DPA
816,1.27,1,D,1.23->1.27,may,1.23,FN,1.4->1.23,mood,[A [E our] [C unicorn] ] [D may] [F be] [S gracious] [D enough] [A [F to] [P take] [A me] [A [R toward] [E the] [C coast] [E [R of] [C France] ] ] ],[A][D][F][S][D][A],ADSDA
816,1.3,1,D,1.23->1.30,enough,1.23,FN,1.4->1.23,degree,[A [E our] [C unicorn] ] [D may] [F be] [S gracious] [D enough] [A [F to] [P take] [A me] [A [R toward] [E the] [C coast] [E [R of] [C France] ] ] ],[A][D][F][S][D][A],ADSDA
816,1.48,1,D,1.43->1.48,may,1.43,FN,1.4->1.43,mood,[A [E That] [E fine] [C animal] ] [D may] [G even] [D let] [A itself] [F be] [P captured] [A [R in] [E European] [C seas] ] [U -] [G as a personal favor to me],[A][D][G][D][A][F][P][A][U][G,ADDAPA
816,1.5,1,D,1.43->1.50,let,1.43,FN,1.4->1.43,description,[A [E That] [E fine] [C animal] ] [D may] [G even] [D let] [A itself] [F be] [P captured] [A [R in] [E European] [C seas] ] [U -] [G as a personal favor to me],[A][D][G][D][A][F][P][A][U][G,ADDAPA
816,1.64,1,D,1.62->1.64,ll,1.62,FN,1.4->1.62,mood,"[A I] [D 'll] [P bring back] [A [R to] [E the] [C Museum] [E [R of] [E Natural] [C History] ] ] [A [E [E [R at] [C least] ] [E half] [E a] [C meter] [R of] ] [E its] [E ivory] [C lance] [U !] [U ""] ]",[A][D][P][A][A],ADPAA
817,1.9,1,D,1.3->1.9,would,1.3,FN,1.1->1.3,mood,[T [R in] [E the] [C meantime] ] [A I] [D would] [D have to] [P look for] [A [E this] [C narwhale] ] [A [R in] [E the] [E northern] [E Pacific] [C Ocean] ],[T][A][D][D][P][A][A],ADDPAA
817,1.1,2,D,1.3->1.10,have to,1.3,FN,1.1->1.3,mood,[T [R in] [E the] [C meantime] ] [A I] [D would] [D have to] [P look for] [A [E this] [C narwhale] ] [A [R in] [E the] [E northern] [E Pacific] [C Ocean] ],[T][A][D][D][P][A][A],ADDPAA
817,1.29,4,D,1.24->1.29,[E [R by] [C way] [R of] ] [E the] [C Antipodes] [U .],1.24,FN,1.1->1.24,description,[A* I] [P returning] [A [F to] [C France] ] [D [E [R by] [C way] [R of] ] [E the] [C Antipodes] [U .] ],[A*][P][A][D],A*PAD
818,1.1,5,D,1.2->1.10,[R in] [E an] [E impatient] [C voice] [U .],1.2,FN,1.1->1.2,description,"[U ""] [A [G Conseil] ] [U !] [U ""] [A I] [P called] [D [R in] [E an] [E impatient] [C voice] [U .] ]",[U][A][U][U][A][P][D],AAPD
819,1.36,1,D,1.33->1.36,genuinely,1.33,FN,1.32->1.33,degree,[A* boy] [R whom] [A I] [D genuinely] [P liked],[A*][R][A][D][P],A*ADP
819,1.49,1,D,1.46->1.49,born,1.46,FN,1.1->1.46,degree,[A* Conseil] [S [E a] ... [C stoic] ] [D born],[A*][S][D],A*SD
819,1.54,2,D,1.52->1.54,[R on] [C principle],1.52,FN,1.1->1.52,description,[A* Conseil] [S punctilious] [D [R on] [C principle] ],[A*][S][D],A*SD
819,1.59,1,D,1.58->1.59,habitually,1.58,FN,1.1->1.58,aspectual,[A* Conseil] [D habitually] [P hardworking],[A*][D][P],A*DP
819,1.63,1,D,1.62->1.63,rarely,1.62,FN,1.1->1.62,degree,[A* Conseil] [D rarely] [P startled] [A [R by] [E [C life] [R 's] ] [C surprises] ],[A*][D][P][A],A*DPA
819,1.73,1,D,1.72->1.73,very,1.72,FN,1.1->1.72,degree,[A* Conseil] [D very] [S skillful] [A [R with] [E his] [C hands] ],[A*][D][S][A],A*DSA
820,1.43,1,D,1.40->1.43,seasoned,1.4,FN,1.39->1.40,description,[A* Conseil] [S [E a] ... [C specialist] ] [D seasoned] ... [A [R in] [E biological] [C classification] ],[A*][S][D][A],A*SDA
820,1.57,1,D,1.55->1.57,could,1.55,FN,1.52->1.55,mood,"[A* enthusiast] [R who] [D could] [P run] [D [R with] [E acrobatic] [C agility] ] [D [C up] [N and] [C down] ] [A [E the] [E whole] [C ladder] [E [R of] [C branches] [U ,] [C groups] [U ,] [C classes] [U ,] [C subclasses] [U ,] [C orders] [U ,] [C families] [U ,] [C genera] [U ,] [C subgenera] [U ,] [C species] [U ,] [N and] [C varieties] ] ]",[A*][R][D][P][D][D][A],A*DPDDA
820,1.59,3,D,1.55->1.59,[R with] [E acrobatic] [C agility],1.55,FN,1.52->1.55,description,"[A* enthusiast] [R who] [D could] [P run] [D [R with] [E acrobatic] [C agility] ] [D [C up] [N and] [C down] ] [A [E the] [E whole] [C ladder] [E [R of] [C branches] [U ,] [C groups] [U ,] [C classes] [U ,] [C subclasses] [U ,] [C orders] [U ,] [C families] [U ,] [C genera] [U ,] [C subgenera] [U ,] [C species] [U ,] [N and] [C varieties] ] ]",[A*][R][D][P][D][D][A],A*DPDDA
820,1.63,3,D,1.55->1.63,[C up] [N and] [C down],1.55,FN,1.52->1.55,description,"[A* enthusiast] [R who] [D could] [P run] [D [R with] [E acrobatic] [C agility] ] [D [C up] [N and] [C down] ] [A [E the] [E whole] [C ladder] [E [R of] [C branches] [U ,] [C groups] [U ,] [C classes] [U ,] [C subclasses] [U ,] [C orders] [U ,] [C families] [U ,] [C genera] [U ,] [C subgenera] [U ,] [C species] [U ,] [N and] [C varieties] ] ]",[A*][R][D][P][D][D][A],A*DPDDA
820,1.1,1,D,1.95->1.100,came,1.95,FN,1.1->1.95,support,[A there] [A [E his] [C science] ] [D came] [S [R to] [E a] [C halt] ],[A][A][D][S],AADS
820,1.125,1,D,1.124->1.125,Well,1.124,FN,1.1->1.124,description,"[D Well] [P versed] [A [R in] [E the] [C theory] [E [R of] [C classification] ] ] [U ,] [A* he]",[D][P][A][U][A*,DPAA*
820,1.138,1,D,1.135->1.138,poorly,1.135,FN,1.1->1.135,description,[A he] [F was] [D poorly] [P versed] [A [A IMPLICIT] [R in] [P [E its] ... [C application] ] [D practical] ],[A][F][D][P][A],ADPA
820,1.145,1,D,1.140->1.145,practical,1.14,FN,1.135->1.140,description,[A IMPLICIT] [R in] [P [E its] ... [C application] ] [D practical],[A][R][P][D],APD
820,1.155,1,D,1.152->1.155,could,1.152,FN,1.149->1.152,mood,[R that] [A he] [D could] [P tell] [A [E a] [E sperm] [C whale] ] [A [R from] [E a] [E baleen] [C whale] ],[R][A][D][P][A][A],ADPAA
820,1.17,1,D,1.169->1.170,what,1.169,FN,1.1->1.169,degree,"[A* he] [D what] [A [E a] ... [C lad] [U !] ] [S [C fine] [U ,] [C gallant] ]",[A*][D][A][S],A*DAS
821,1.22,2,D,1.21->1.22,[E Not] [C once],1.21,FN,1.1->1.21,negation,[D [E Not] [C once] ] [F did] [A he] [P comment] [A [R on] [C [C [E the] [C length] ] [N or] [C [E the] [C hardships] ] ] [E [R of] [E a] [C journey] ] ],[D][F][A][P][A],DAPA
821,1.68,2,D,1.67->1.68,no matter,1.67,FN,1.54->1.67,negation,[D no matter] [D how] [S far off] [A it] [F was],[D][D][S][A][F,DDSA
821,1.69,1,D,1.67->1.69,how,1.67,FN,1.54->1.67,degree,[D no matter] [D how] [S far off] [A it] [F was],[D][D][S][A][F,DDSA
821,1.84,3,D,1.74->1.84,[R in] [E perfect] [C contentment],1.74,FN,1.1->1.74,description,"[A He] [P went] [A [C here] [U ,] [C there] [U ,] [N and] [C everywhere] ] [D [R in] [E perfect] [C contentment] ]",[A][P][A][D],APAD
821,1.113,1,D,1.111->1.113,n't,1.111,FN,1.1->1.111,negation,"[A* he] [S had] [D n't] [A [E a] [C nerve] ... [E [E not] [E [E a] [C sign] [R of] ] [C nerves] ] [U -] [E [E the] [E mental] [C type] ] ] [D in him] [U ,] ... [U ,] [G I mean] [U .]",[A*][S][D][A][D][U][U][G][U,A*SDAD
821,1.117,2,D,1.111->1.117,in him,1.111,FN,1.1->1.111,description,"[A* he] [S had] [D n't] [A [E a] [C nerve] ... [E [E not] [E [E a] [C sign] [R of] ] [C nerves] ] [U -] [E [E the] [E mental] [C type] ] ] [D in him] [U ,] ... [U ,] [G I mean] [U .]",[A*][S][D][A][D][U][U][G][U,A*SDAD
822,1.36,1,D,1.34->1.36,Please,1.34,FN,1.1->1.34,mood,[A IMPLICIT] [D Please] [P forgive] [A me] [A [R for] [E this] [E [S underhanded] [A* way] ] [C way] [E [A* me] [R of] [P admitting] [A [A I] [F had] [P turned] [T forty] [U .] ] ] ],[A][D][P][A][A],ADPAA
823,1.6,1,D,1.3->1.6,one,1.3,FN,1.1->1.3,quantity,[A Conseil] [F had] [D one] [S flaw],[A][F][D][S],ADS
823,1.22,1,D,1.20->1.22,only,1.2,FN,1.1->1.20,degree,[A he] [D only] [P addressed] [A me] [D [R in] [E the] [E third] [C person] ],[A][D][P][A][D],ADPAD
823,1.25,4,D,1.20->1.25,[R in] [E the] [E third] [C person],1.2,FN,1.1->1.20,description,[A he] [D only] [P addressed] [A me] [D [R in] [E the] [E third] [C person] ],[A][D][P][A][D],ADPAD
823,1.38,1,D,1.35->1.38,got,1.35,FN,1.1->1.35,support,[R where] [A it] [D got] [S tiresome] [U .],[R][A][D][S][U,ADS
824,1.13,1,D,1.12->1.13,feverishly,1.12,FN,1.1->1.12,description,[A* I] [D feverishly] [P beginning] [A [A* I] [P [E my] [C preparations] ] [A [R for] [C departure] [U .] ] ],[A*][D][P][A],A*DPA
825,1.16,1,D,1.15->1.16,Ordinarily,1.15,FN,1.1->1.15,mood,"[D Ordinarily] [U ,] [A I] [T never] [P asked] [A [D [C whether] [N or] [C not] ] [F it] [P suited] [A him] [A [A* him] [F to] [P go] [A [R with] [C me] ] [A [R on] [E my] [C journeys] ] ] ]",[D][U][A][T][P][A],DAPA
825,1.22,3,D,1.21->1.22,[C whether] [N or] [C not],1.21,FN,1.15->1.21,"mood,negation",[D [C whether] [N or] [C not] ] [F it] [P suited] [A him] [A [A* him] [F to] [P go] [A [R with] [C me] ] [A [R on] [E my] [C journeys] ] ],[D][F][P][A][A],DPAA
825,1.54,1,D,1.52->1.54,could,1.52,FN,1.45->1.52,mood,[A* expedition] [R that] [D could] [P drag on] [T indefinitely],[A*][R][D][P][T],A*DP
825,1.74,1,D,1.72->1.74,could,1.72,FN,1.69->1.72,mood,[A* animal] [R that] [D could] [P sink] [A [E a] [C frigate] ] [D [R as] [C easily] [R as] ] [A [E a] [E walnut] [C shell] ],[A*][R][D][P][A][D][A],A*DPADA
825,1.79,3,D,1.72->1.79,[R as] [C easily] [R as],1.72,FN,1.69->1.72,"comparative,description",[A* animal] [R that] [D could] [P sink] [A [E a] [C frigate] ] [D [R as] [C easily] [R as] ] [A [E a] [E walnut] [C shell] ],[A*][R][D][P][A][D][A],A*DPADA
825,1.91,1,D,1.88->1.91,good,1.88,FN,1.1->1.88,degree,"[F There] [F was] [D good] [D reason] [P [R to] [C stop] [N and] [C think] ] [U ,] [G even] [A [R for] [A [E the] [C world] [R 's] ] [D most] [S emotionless] [A man] ]",[F][F][D][D][P][U][G][A],DDPA
825,1.92,1,D,1.88->1.92,reason,1.88,FN,1.1->1.88,description,"[F There] [F was] [D good] [D reason] [P [R to] [C stop] [N and] [C think] ] [U ,] [G even] [A [R for] [A [E the] [C world] [R 's] ] [D most] [S emotionless] [A man] ]",[F][F][D][D][P][U][G][A],DDPA
825,1.106,1,D,1.100->1.106,most,1.1,FN,1.88->1.100,comparative,[R for] [A [E the] [C world] [R 's] ] [D most] [S emotionless] [A man],[R][A][D][S][A],ADSA
825,1.112,1,D,1.110->1.112,would,1.11,FN,1.1->1.110,mood,[A What] [D would] [A Conseil] [P say] [U ?],[A][D][A][P][U,ADAP
826,1.1,3,D,1.2->1.10,[E a] [E third] [C time],1.2,FN,1.1->1.2,frequency,"[A [G Conseil] ] [U !] [U ""] [A I] [P called] [D [E a] [E third] [C time] ]",[A][U][U][A][P][D],AAPD
826,1.42,1,D,1.40->1.42,Yes,1.4,FN,1.39->1.40,degree,"[A IMPLICIT] [P* summon] [D Yes] [U ,] [G my boy]",[A][P*][D][U][G,AP*D
826,1.72,1,D,1.69->1.72,As,1.69,FN,1.68->1.69,degree,[A IMPLICIT] [D As] [G master] [P wishes],[A][D][G][P],ADP
826,1.79,1,D,1.68->1.79,serenely,1.68,FN,1.1->1.68,description,"[A [A IMPLICIT] [D As] [G master] [P wishes] ] [U ,] [U ""] [A Conseil] [P replied] [D serenely]",[A][U][U][A][P][D],AAPD
826,1.88,1,D,1.86->1.88,have,1.86,FN,1.85->1.86,support,[A We] [D have] [D n't] [T [E a] [C moment] ] [F to] [P lose],[A][D][D][T][F][P],ADDP
826,1.89,1,D,1.86->1.89,n't,1.86,FN,1.85->1.86,negation,[A We] [D have] [D n't] [T [E a] [C moment] ] [F to] [P lose],[A][D][D][T][F][P],ADDP
826,1.106,2,D,1.104->1.106,[C* Pack] [E can],1.104,FN,1.85->1.104,mood,[P* Pack] [A you] [D [C* Pack] [E can] ],[P*][A][D],P*AD
826,1.128,1,D,1.126->1.128,n't,1.126,FN,1.85->1.126,negation,"[A* you] [A* [C [E my] [E traveling] [C kit] ] [U ,] [C [E my] [C suits] ] [U ,] [C [E* my] [C shirts] ] [U ,] [N and] [C [E* my] [C socks] ] ] [U ,] [F do] [D n't] [D bother] [P counting]",[A*][A*][U][F][D][D][P],A*A*DDP
826,1.129,1,D,1.126->1.129,bother,1.126,FN,1.85->1.126,description,"[A* you] [A* [C [E my] [E traveling] [C kit] ] [U ,] [C [E my] [C suits] ] [U ,] [C [E* my] [C shirts] ] [U ,] [N and] [C [E* my] [C socks] ] ] [U ,] [F do] [D n't] [D bother] [P counting]",[A*][A*][U][F][D][D][P],A*A*DDP
826,1.133,1,D,1.132->1.133,just,1.132,FN,1.85->1.132,degree,[A* you] [D just] [P squeeze ... in] [A [C it] [E all] ],[A*][D][P][A],A*DPA
826,1.156,1,D,1.145->1.156,ventured,1.145,FN,1.1->1.145,description,"[A [S What about] [A [E [C master] [R 's] ] [C collections] ] ] [U ?] [U ""] [A Conseil] [D ventured] [F to] [P observe]",[A][U][U][A][D][F][P],AADP
826,1.163,1,D,1.161->1.163,ll,1.161,FN,1.1->1.161,mood,[A We] [D 'll] [P deal] [A [R with] [C them] ] [T later],[A][D][P][A][T],ADPA
826,1.205,1,D,1.201->1.205,will,1.201,FN,1.1->1.201,aspectual,[A [E The] [C hotel] ] [D will] [S keep] [A them] [A [R for] [C us] ],[A][D][S][A][A],ADSAA
826,1.236,1,D,1.234->1.236,ll,1.234,FN,1.233->1.234,mood,[A They] [D 'll] [P feed] [A it],[A][D][P][A],ADPA
826,1.25,1,D,1.248->1.250,ll,1.248,FN,1.233->1.248,mood,[A we] [D 'll] [P leave] [A [A IMPLICIT] [A* we] [P instructions] [A [A IMPLICIT] [F to] [P ship] [A [E the] [E whole] [C menagerie] ] [A [R to] [C France] ] ] ],[A][D][P][A],ADPA
826,1.275,1,D,1.272->1.275,n't,1.272,FN,1.270->1.272,negation,[A we] [F are] [D n't] [P returning] [A [R to] [C Paris] ],[A][F][D][P][A],ADPA
826,1.289,1,D,1.287->1.289,Yes,1.287,FN,1.286->1.287,degree,"[P* returning] [A* Paris] [D Yes] [U ,] [A we] [F are] [U .] [U .] [U .] [D certainly]",[P*][A*][D][U][A][F][U][U][U][D],P*A*DAD
826,1.297,1,D,1.287->1.297,certainly,1.287,FN,1.286->1.287,degree,"[P* returning] [A* Paris] [D Yes] [U ,] [A we] [F are] [U .] [U .] [U .] [D certainly]",[P*][A*][D][U][A][F][U][U][U][D],P*A*DAD
826,1.306,1,D,1.285->1.306,evasively,1.285,FN,1.1->1.285,description,"[A [H [P* returning] [A* Paris] [D Yes] [U ,] [A we] [F are] [U .] [U .] [U .] [D certainly] ] ... [L but] [L after] [H [A we] [P make] [A [E a] [C detour] ] ] ] [U .] [U .] [U .] [U ,] [U ""] [A I] [P replied] [D evasively] [U ,] [U ""]",[A][U][U][U][U][U][A][P][D][U][U,AAPD
826,1.343,1,D,1.337->1.343,really,1.337,FN,1.336->1.337,degree,"[F Oh] [U ,] [A it] [F 's] [S nothing] [D really]",[F][U][A][F][S][D],ASD
826,1.351,1,D,1.350->1.351,slightly,1.35,FN,1.347->1.350,degree,[A* route] [D slightly] [D less] [S direct],[A*][D][D][S],A*DDS
826,1.352,1,D,1.350->1.352,less,1.35,FN,1.347->1.350,"comparative,degree",[A* route] [D slightly] [D less] [S direct],[A*][D][D][S],A*DDS
826,1.355,3,D,1.345->1.355,that 's all,1.345,FN,1.336->1.345,mood,"[S IMPLICIT] [A* detour] [A [E A] [C route] [E [A* route] [D slightly] [D less] [S direct] ] ] [U ,] [D that 's all]",[S][A*][A][U][D],SA*AD
826,1.38,1,D,1.368->1.380,placidly,1.368,FN,1.1->1.368,description,"[A [F As] [G master] [P thinks] [A [A IMPLICIT] [S best] ] ] [U ,] [U ""] [A Conseil] [P replied] [D placidly] [U .]",[A][U][U][A][P][D][U,AAPD
827,1.62,1,D,1.41->1.62,no,1.41,FN,1.6->1.41,negation,"[A [E The] [C author] [E [R of] [E a] [E [E two] [U -] [C volume] ] [C work] [U ,] [E [R in] [C quarto] ] [U ,] [E [R on] [C The Mysteries of the Great Ocean Depths] ] ] ] [F has] [D no] [P excuse] [A [A* author] [R for] [D not] [P setting sail] [A [R with] [E Commander] [C Farragut] ] ]",[A][F][D][P][A],ADPA
827,1.66,1,D,1.64->1.66,not,1.64,FN,1.41->1.64,negation,[A* author] [R for] [D not] [P setting sail] [A [R with] [E Commander] [C Farragut] ],[A*][R][D][P][A],A*DPA
